imgID,annID,scID,scale,newWidth,newHeight,pos_label,neg_label
527056,1527750,165684,0.247372473,158,75,"[[239, 172], [220, 202], [490, 425], [500, 219]]","[[302, 81]]"
183187,571899,501189,0.237620423,152,58,"[[394, 244], [374, 361], [460, 321]]",[]
521222,1113276,314016,0.103543214,66,19,[],"[[570, 117], [214, 144], [334, 132], [108, 390], [568, 182], [219, 249]]"
381257,1104693,82273,0.23889051,73,114,"[[92, 421]]","[[595, 63], [88, 225], [137, 177]]"
180021,62560,139105,0.126431106,42,53,"[[495, 355], [503, 242], [201, 378]]","[[342, 288], [115, 43], [330, 185], [107, 157]]"
347236,50618,412363,0.917533069,587,374,"[[307, 232], [325, 200]]",[]
32724,598504,346872,0.531317651,340,328,"[[267, 343], [301, 383], [377, 333], [302, 340], [295, 352]]","[[190, 185], [184, 224]]"
59551,156489,18748,0.410572073,234,197,"[[305, 185], [387, 335], [367, 271], [230, 322], [499, 231], [465, 115], [338, 307]]",[]
183469,41053,356007,0.149443292,56,95,"[[92, 348], [213, 364], [285, 517], [184, 506]]","[[186, 120]]"
317857,46757,428214,0.197186657,126,76,"[[417, 196]]","[[148, 93], [414, 57]]"
189241,1870294,61697,0.220238377,76,140,[],"[[354, 125], [397, 238]]"
146917,2111340,338988,0.455177746,191,193,"[[202, 175], [324, 238], [539, 273], [202, 168], [293, 104], [356, 282], [340, 131], [431, 133], [155, 290], [471, 195], [135, 173], [536, 232], [265, 295], [208, 228], [339, 237], [239, 264]]",[]
451739,692945,436161,0.087067344,34,41,[],"[[351, 248], [110, 288], [378, 21], [24, 28], [214, 450]]"
175539,349196,266114,0.24372146,155,47,[],"[[105, 389], [524, 47], [230, 297], [505, 411], [252, 258], [360, 96], [443, 165]]"
160163,573008,352248,0.123784203,46,26,[],"[[138, 222], [242, 381], [61, 232], [164, 153], [321, 295], [161, 456], [117, 393], [130, 19], [269, 21]]"
161846,1051636,251988,0.374748063,229,199,"[[312, 350], [450, 220], [496, 347], [199, 337], [257, 466]]",[]
110621,22704,293545,0.584454583,63,228,"[[217, 179]]","[[98, 153], [121, 246], [96, 137], [72, 213], [587, 232], [529, 220], [487, 172]]"
326734,702300,175353,0.380717964,182,133,"[[255, 123], [195, 322], [299, 191], [382, 461], [101, 449]]",[]
280310,69970,250703,0.649473695,311,276,"[[260, 279], [380, 210], [384, 254], [322, 285], [303, 223]]","[[330, 158], [193, 175]]"
22112,24275,295286,0.906862619,435,372,"[[235, 448], [247, 417], [235, 436]]","[[229, 413], [228, 354], [258, 340], [253, 257], [262, 279], [259, 369], [223, 245], [222, 357], [254, 202], [242, 305], [237, 250], [245, 216], [220, 273], [237, 348]]"
209394,153433,198947,0.834166922,384,533,[],"[[265, 289], [279, 337], [269, 368]]"
207507,1111321,314016,0.551825381,150,235,[],"[[99, 239], [557, 179], [84, 273], [451, 307], [284, 301], [418, 195]]"
97411,1077959,436161,0.407438659,169,195,"[[255, 285], [440, 379], [339, 300], [189, 275]]","[[204, 125], [384, 143]]"
97577,1930884,69428,0.240424012,88,101,"[[442, 292], [402, 274], [62, 370]]","[[172, 208], [239, 80], [340, 222], [51, 120]]"
131764,56282,37697,0.216774796,87,98,"[[304, 374]]","[[325, 66], [546, 354], [550, 198], [400, 282], [83, 120], [523, 111]]"
19338,61296,126432,0.549054495,223,351,"[[290, 460]]","[[287, 347], [194, 304], [164, 320]]"
100667,1042185,327578,0.371546568,133,158,[],"[[305, 94], [466, 221], [212, 111], [459, 116], [330, 318], [467, 182], [74, 340], [294, 305], [350, 196], [79, 163], [565, 296], [253, 96], [438, 167], [66, 331], [201, 177], [248, 186], [468, 333]]"
395290,49502,195716,0.508895949,283,321,[],"[[357, 370], [167, 332], [181, 445], [269, 293], [170, 255]]"
7746,693894,200483,0.429262483,274,179,"[[391, 159], [246, 240], [368, 206], [366, 155]]",[]
100926,2195524,367666,0.551825381,83,264,[],"[[577, 330], [577, 256]]"
59540,1109225,2434,0.834027778,134,400,[],"[[537, 206], [101, 206], [554, 258], [112, 254]]"
132210,396802,562632,0.611389954,391,170,[],"[[278, 323], [441, 391], [316, 296]]"
237777,584704,553034,0.471485658,189,226,"[[435, 359], [516, 356], [401, 252], [357, 316], [219, 314], [261, 295], [475, 266], [324, 278]]","[[384, 214], [398, 126], [209, 113], [256, 133], [228, 158], [286, 198], [213, 221], [442, 132]]"
160325,57797,436511,0.216774796,91,91,[],"[[105, 216], [319, 368], [85, 339], [77, 147]]"
97411,1077959,44878,0.851967005,315,363,"[[346, 245], [423, 212], [476, 197], [362, 222], [253, 211], [228, 242], [401, 244]]",[]
178192,1114959,566713,0.367482667,183,46,"[[335, 322], [278, 316], [162, 292], [384, 342]]","[[341, 144], [173, 231], [325, 94], [123, 153], [221, 237], [346, 178], [125, 50]]"
70491,1638402,156066,0.252910491,161,63,"[[522, 217], [292, 204]]","[[441, 47], [398, 77]]"
59540,1111206,305422,0.348953371,63,167,"[[144, 294]]","[[450, 136], [413, 393], [446, 391], [469, 313], [427, 226], [365, 379]]"
315,1589986,69428,0.181107612,115,51,[],"[[479, 260], [271, 190], [201, 160]]"
25148,4535,46674,0.145098141,69,57,"[[113, 575]]","[[194, 281], [215, 457]]"
578418,689065,210856,0.299350734,141,183,"[[400, 460], [367, 453], [73, 499], [297, 358], [199, 284]]","[[267, 196]]"
51403,15178,489248,0.262697084,61,111,"[[450, 282]]","[[601, 240], [479, 118], [155, 308]]"
537692,1672040,368764,0.148097392,74,32,"[[49, 190], [362, 26], [154, 275], [184, 69], [312, 136]]","[[149, 107], [425, 199]]"
117308,1672697,245922,0.144790478,92,54,"[[153, 176], [314, 99], [109, 435], [540, 109], [587, 252], [209, 103], [305, 373], [486, 311]]",[]
133923,133187,517226,0.360115458,230,84,[],"[[230, 286], [494, 255], [322, 243]]"
441738,1973705,203879,0.551825381,43,198,[],"[[336, 124], [159, 187], [218, 113], [255, 158], [560, 189], [22, 240], [420, 133]]"
83159,1074276,81964,0.562580069,225,210,"[[343, 131], [332, 166], [135, 171]]",[]
124739,144034,71881,0.785150256,450,376,"[[298, 218], [391, 259], [353, 251]]",[]
242696,50521,307161,0.508895949,125,190,"[[215, 187]]","[[318, 148], [91, 251], [326, 279], [153, 170], [172, 153]]"
30407,327175,3067,0.252910491,69,121,"[[97, 332]]","[[204, 163], [414, 69]]"
52044,586077,118379,0.270262059,77,129,[],"[[172, 343], [238, 125], [376, 338], [417, 164]]"
289535,55163,443003,0.501860119,279,240,[],"[[267, 298], [257, 188], [235, 307], [205, 159], [388, 329], [151, 269], [365, 353], [446, 332]]"
264660,1117739,280766,0.261149668,167,45,[],"[[520, 226], [122, 373], [309, 402]]"
83167,1046170,247333,0.282432162,77,141,[],"[[62, 106], [146, 99], [293, 258], [312, 111]]"
35127,1099362,561630,0.203904485,123,97,[],"[[458, 165], [398, 366], [414, 230], [291, 139], [302, 207], [103, 225], [104, 151]]"
183469,41053,493022,0.149443292,37,63,[],"[[621, 218], [152, 68], [417, 160], [195, 383], [313, 306], [588, 357], [106, 228], [402, 83]]"
513434,701662,496261,0.247372473,118,25,"[[128, 33], [202, 419], [157, 611], [219, 432], [337, 608]]","[[394, 272], [389, 107]]"
131416,309477,193347,0.657099984,420,274,"[[225, 142], [250, 260], [307, 276], [249, 259], [265, 225], [237, 155]]",[]
521117,2173357,534034,0.232499217,66,148,"[[252, 469]]","[[176, 193], [385, 249], [365, 424]]"
309087,1484082,11360,0.220238377,31,105,[],"[[164, 227], [425, 218]]"
127559,1077499,189646,0.562580069,237,270,"[[172, 210], [515, 308]]",[]
137661,598790,296832,0.77330002,365,330,[],"[[453, 220], [389, 243], [345, 229], [370, 167], [340, 196]]"
71384,1338951,280733,0.785150256,402,335,[],"[[288, 257], [364, 168], [423, 211], [381, 259], [289, 215]]"
574696,589978,56267,0.172984989,98,83,"[[580, 286], [74, 251]]","[[164, 104], [457, 149], [231, 62]]"
81057,685396,210856,0.40530678,248,73,"[[128, 398], [478, 471]]","[[179, 135]]"
68069,58115,245746,0.347353497,127,143,"[[383, 263], [465, 235], [257, 290], [216, 71], [146, 72], [519, 306]]","[[182, 161], [306, 178], [511, 152], [211, 281], [387, 98], [348, 234], [109, 165]]"
68084,322379,44818,0.387932596,248,71,"[[317, 441], [250, 308], [132, 239]]","[[249, 102], [509, 72], [458, 231], [473, 37], [243, 130]]"
164657,1183508,140180,0.505399718,214,215,[],"[[239, 278], [389, 267], [134, 239]]"
34625,271998,561042,0.149443292,65,56,"[[381, 64], [113, 287]]",[]
26129,176044,445668,0.330893515,158,145,[],"[[91, 387], [99, 437]]"
445156,26715,354794,0.121522447,28,43,"[[479, 323]]","[[169, 97], [254, 180], [363, 90], [408, 280], [197, 167]]"
402712,686065,126059,0.299350734,191,50,"[[499, 426], [335, 447], [220, 208]]","[[179, 143], [504, 117], [382, 205]]"
133611,177566,144961,0.330893515,211,69,"[[270, 191]]","[[520, 170], [370, 76], [467, 95]]"
52835,2185622,509740,0.628752311,371,226,[],"[[374, 159], [342, 121], [213, 223], [246, 117], [282, 160], [397, 180], [437, 205], [299, 126], [275, 211], [358, 245], [401, 155], [257, 244], [364, 230]]"
24935,1183010,298564,0.757506117,484,356,"[[318, 209], [391, 213], [321, 271], [374, 236], [265, 203], [358, 275]]",[]
1510,1055980,438093,0.745890625,319,207,[],"[[230, 122]]"
83167,1046170,285562,0.371546568,104,189,[],"[[353, 389], [134, 355], [479, 289], [428, 149], [124, 119], [272, 206]]"
348306,126664,90307,0.149529612,95,63,[],"[[451, 121], [447, 391], [552, 276], [120, 34], [395, 156]]"
195297,15826,107729,0.287928861,112,184,"[[165, 497]]","[[273, 415]]"
168898,1052348,251988,0.121200832,74,37,[],"[[537, 486], [63, 291], [527, 335], [259, 31], [84, 550], [346, 230], [60, 89], [568, 190]]"
342849,27305,321410,0.20019417,85,84,"[[377, 595]]","[[208, 411], [166, 132], [262, 428], [288, 221], [69, 426], [46, 325], [57, 282], [222, 188], [172, 295], [130, 74], [148, 82], [299, 307], [378, 254], [287, 459]]"
90239,101090,102278,0.240424012,66,102,"[[224, 373]]","[[604, 233], [68, 222], [571, 90]]"
402082,580789,86442,0.339334676,205,144,[],"[[304, 139], [500, 248]]"
163180,1048214,367689,0.134148941,64,65,"[[132, 297]]","[[361, 33], [446, 514]]"
194159,1380005,144961,0.330893515,211,96,"[[250, 283], [158, 152]]","[[182, 280], [149, 387], [368, 88], [508, 130], [422, 373]]"
183504,39074,493022,0.149443292,48,63,[],"[[116, 192], [91, 45], [488, 176], [226, 297]]"
132249,583077,553034,0.471485658,158,226,"[[123, 325], [258, 278], [304, 325], [301, 336], [273, 273], [199, 276], [532, 312], [91, 351], [526, 266], [519, 349], [432, 267]]","[[217, 182], [390, 193], [494, 195], [490, 198], [293, 142], [140, 262], [188, 137]]"
486410,416631,297409,0.142349613,44,91,"[[396, 240]]","[[418, 157], [110, 528], [212, 283], [413, 139]]"
296755,1197638,44494,0.446428285,214,159,[],"[[121, 293], [180, 426], [219, 438], [321, 537], [109, 202]]"
21397,1052344,78695,0.177176728,79,85,[],"[[437, 288], [533, 117], [56, 263], [370, 295], [196, 310]]"
62690,573262,461657,0.350514024,224,92,[],"[[183, 213], [487, 79], [280, 393], [518, 229], [258, 64], [295, 188], [453, 317], [247, 72]]"
106335,1344499,402335,0.459674595,220,79,[],"[[223, 571], [323, 405], [141, 401], [302, 541], [132, 580]]"
262508,200992,352248,0.138889786,23,69,"[[82, 141]]","[[335, 152], [76, 326], [350, 398], [160, 125]]"
40730,1055938,411703,0.560062118,321,268,"[[255, 305], [376, 240], [299, 203], [301, 330]]",[]
548906,703580,496261,0.163493372,78,17,"[[225, 388], [102, 600], [407, 458], [124, 365], [59, 173]]",[]
36059,1047507,500196,0.455177746,291,262,"[[260, 419], [460, 433]]",[]
573605,664181,170716,0.182916285,28,79,[],"[[296, 288], [147, 129], [468, 103], [232, 249], [109, 242], [605, 234]]"
292690,689171,340498,0.227050013,79,108,"[[179, 129], [503, 232], [167, 278], [198, 99], [453, 409], [517, 295], [504, 78], [382, 351], [533, 384], [487, 94], [110, 209]]",[]
7890,676089,77903,0.272388867,116,116,[],"[[291, 169], [353, 150], [278, 312], [160, 237], [106, 273]]"
209394,153433,354278,0.68275468,314,436,[],"[[199, 369], [322, 344], [271, 297], [286, 408], [267, 328], [194, 274], [247, 391], [160, 385], [176, 252], [167, 291], [313, 372], [309, 341], [323, 264], [216, 272], [157, 302], [231, 389]]"
193479,165244,380959,0.19061849,88,91,[],"[[533, 346], [464, 112], [571, 288], [367, 302], [96, 364]]"
9275,371589,366659,0.220238377,45,105,[],"[[589, 381], [178, 301], [118, 356], [61, 95], [345, 101]]"
470057,125750,353561,0.596240821,381,252,"[[295, 250], [242, 247]]","[[284, 130], [201, 181], [395, 161]]"
116252,1107517,272510,0.2306521,110,101,[],"[[570, 307], [416, 210], [199, 227]]"
85114,1183910,84046,0.110070267,70,36,[],"[[228, 253], [97, 206], [111, 46], [487, 187]]"
32724,598504,198977,0.77330002,341,330,"[[228, 211], [342, 209], [242, 241], [221, 190], [286, 237]]",[]
1431,2157476,114080,0.138889786,34,49,"[[286, 108]]","[[403, 25], [223, 249], [173, 163], [112, 287], [414, 326]]"
493000,25852,215901,0.20019417,128,87,[],"[[508, 201], [124, 368], [280, 219], [444, 266], [282, 502], [195, 116], [157, 449], [297, 185]]"
41603,1375401,14835,0.525138001,336,205,[],"[[191, 127], [235, 194], [336, 223], [319, 148], [434, 125], [394, 256]]"
211756,1051157,220216,0.265470933,169,109,[],"[[398, 226], [311, 297], [164, 146], [113, 302], [149, 256]]"
174500,1912238,271888,0.114792299,41,48,[],"[[405, 351], [427, 269], [252, 256], [119, 55], [146, 380]]"
447647,1158688,103027,0.148097392,94,49,"[[126, 160], [546, 166], [120, 388], [562, 248], [408, 184], [499, 341]]",[]
393553,1226968,272940,0.138889786,26,59,"[[225, 176]]","[[72, 110], [616, 370], [76, 220], [450, 61], [598, 272], [222, 275], [422, 106], [180, 317]]"
133063,687140,126059,0.40530678,259,162,"[[387, 128]]",[]
181030,691657,210856,0.40530678,41,248,"[[250, 467], [147, 481]]","[[482, 260], [258, 179]]"
80098,46527,283119,0.917533069,458,294,"[[263, 223], [244, 192], [232, 196]]","[[246, 164]]"
78593,2759,493769,0.421214343,182,202,"[[131, 350]]","[[384, 181], [373, 233], [476, 108]]"
48850,102346,60167,0.45402125,176,290,[],"[[157, 182], [92, 393], [180, 240], [262, 378], [139, 323], [249, 380], [133, 449], [185, 278], [178, 278], [338, 306], [171, 220]]"
190135,312245,437904,0.50358304,219,241,"[[384, 312], [294, 248], [343, 179], [168, 326], [448, 286]]",[]
272510,1115106,575498,0.367482667,235,53,"[[388, 347], [214, 412]]","[[333, 434], [496, 123], [397, 171], [384, 99], [206, 44], [195, 187]]"
295340,1370684,19413,0.150437982,76,63,[],"[[257, 327]]"
323010,581775,62220,0.197521641,109,84,[],"[[103, 187], [267, 278], [413, 150], [454, 382], [507, 195], [165, 300]]"
64136,1045163,247333,0.780110652,253,390,[],"[[178, 272], [222, 264], [186, 262], [133, 209], [169, 206], [236, 302], [150, 256]]"
532003,21104,321410,0.20019417,85,60,"[[154, 540], [318, 528], [220, 528]]","[[371, 277], [253, 399], [153, 74], [75, 368], [238, 116]]"
183539,2136470,211850,0.106809093,68,30,[],"[[106, 113], [124, 383], [469, 434], [342, 99], [275, 377], [496, 284], [522, 127], [70, 267]]"
58658,1974157,314016,0.551825381,94,235,[],"[[536, 141], [300, 289], [330, 269], [524, 175], [585, 232], [469, 261], [252, 156], [85, 299], [288, 186], [164, 169], [436, 197], [57, 213], [174, 202], [305, 204], [471, 285], [157, 149], [89, 261], [286, 164]]"
996,596476,296832,0.13673486,27,58,[],"[[368, 184]]"
3682,149080,60677,0.361401717,213,173,"[[263, 290], [298, 316], [493, 354]]","[[490, 101]]"
117454,1842251,363346,0.757506117,272,351,"[[198, 394], [158, 434], [181, 422]]","[[167, 334]]"
109776,1110262,494335,0.834027778,489,400,[],"[[336, 245], [356, 279], [345, 246], [271, 266], [319, 263], [373, 203], [323, 202]]"
26765,17874,493769,0.287928861,184,111,[],"[[489, 223], [347, 121], [431, 354], [167, 392], [433, 93], [354, 212]]"
260299,1117546,211850,0.169575572,108,48,"[[574, 381], [207, 257], [569, 382]]","[[573, 186], [96, 398], [218, 33], [455, 125], [405, 376], [67, 374], [361, 152], [280, 61], [462, 137]]"
279169,1551064,39067,0.634996289,238,142,[],"[[175, 183], [159, 182], [232, 175]]"
90679,2214382,229401,0.444268408,245,245,[],"[[247, 487], [355, 416], [417, 330]]"
359097,1106200,272510,0.501168663,320,112,[],"[[221, 186], [197, 350], [270, 194]]"
470539,1956011,135237,0.121522447,46,51,[],"[[512, 167], [504, 338], [89, 99], [430, 75], [231, 105], [110, 226], [413, 276], [153, 340]]"
205300,150516,567037,0.834166922,451,353,"[[293, 199], [285, 199], [404, 210]]",[]
486410,416631,468345,0.384465577,79,164,[],"[[593, 102], [175, 232], [383, 137]]"
107197,175911,244823,0.214827964,137,15,[],"[[296, 366], [368, 177], [388, 77], [142, 330], [520, 34], [111, 232], [510, 157], [478, 295], [83, 102]]"
164521,399038,222970,0.792585735,507,280,[],"[[253, 173], [262, 188], [349, 206]]"
1431,2157476,232114,0.223865545,100,143,[],"[[235, 382]]"
132733,4027,489248,0.145098141,46,61,[],"[[110, 394], [509, 300], [423, 60], [437, 160], [385, 106]]"
122867,1789813,60677,0.550804713,156,264,"[[237, 317], [114, 234], [548, 279], [466, 232], [310, 257]]","[[382, 176]]"
9557,1931105,146570,0.323599735,116,155,"[[506, 388]]","[[94, 285], [538, 208], [474, 88], [264, 167], [110, 113]]"
67573,1050004,288836,0.634996289,209,304,"[[161, 159], [172, 240], [315, 172], [316, 214]]",[]
215555,83713,406093,0.083186075,23,53,[],"[[266, 189], [62, 330], [299, 306], [200, 495], [57, 203]]"
369071,664823,212261,0.260264008,124,151,[],"[[259, 81], [391, 178], [131, 186]]"
141051,581733,219443,0.597393199,382,277,[],"[[362, 197], [303, 243]]"
99807,16802,507322,0.287928861,177,138,"[[517, 161]]","[[122, 87]]"
59993,1532543,162322,0.457138219,232,219,[],"[[407, 120], [207, 121], [266, 122]]"
955,1183299,149331,0.302420018,151,55,[],"[[399, 152], [280, 244], [239, 199], [341, 242]]"
44818,1117781,450777,0.106809093,53,21,[],"[[366, 278]]"
260713,93704,47952,0.220238377,38,105,"[[64, 132]]","[[212, 350], [362, 105], [583, 421], [600, 251], [529, 168]]"
158362,28026,321410,0.20019417,85,82,"[[222, 590], [304, 544]]","[[317, 104], [151, 233], [109, 143], [320, 269], [189, 226], [245, 257]]"
383726,1555933,250909,0.374748063,159,179,"[[409, 303], [151, 289]]",[]
88272,694108,114541,0.173070699,110,32,"[[367, 128], [494, 198], [58, 255], [89, 422]]",[]
561369,1157686,404254,0.218035135,109,41,[],"[[126, 241], [366, 259], [179, 106], [239, 102], [256, 153], [335, 183], [288, 339]]"
222395,37728,118379,0.250019373,112,120,"[[185, 247], [527, 153], [541, 393]]","[[122, 89], [232, 188], [243, 79]]"
66118,2177300,250703,0.380922218,243,126,"[[214, 287], [454, 297]]","[[268, 258]]"
34820,396635,405047,0.446428285,285,157,"[[171, 297], [399, 300]]","[[259, 88], [206, 205], [285, 233]]"
132789,396066,107305,0.611389954,319,261,[],"[[464, 264], [276, 237], [388, 146], [415, 190]]"
322391,126243,165071,0.596240821,349,254,"[[297, 281]]","[[182, 261], [194, 188], [293, 190]]"
33733,1102995,561630,0.414732194,265,182,[],"[[182, 154], [503, 347], [343, 121], [349, 259], [359, 379], [228, 328], [399, 217], [142, 221], [482, 177]]"
352814,1051628,344763,0.121200832,53,51,[],"[[331, 399], [459, 97], [417, 318], [61, 251], [410, 241]]"
131913,1257965,198947,0.489498064,154,313,"[[386, 310], [316, 252], [151, 198], [247, 363], [125, 325]]",[]
82312,11706,489248,0.145098141,68,61,[],"[[72, 225], [320, 57], [111, 378], [569, 281], [170, 151], [286, 196], [586, 55]]"
100811,40765,208961,0.250019373,154,111,"[[247, 318], [188, 314], [504, 346], [470, 75], [115, 221]]",[]
113787,39198,565722,0.738249023,354,383,"[[257, 432]]","[[230, 310], [211, 381]]"
554471,1157834,245922,0.218035135,119,104,"[[214, 299], [169, 65], [522, 69], [358, 306], [379, 93]]",[]
160421,1057336,299039,0.148994221,95,49,"[[375, 334]]","[[555, 168], [384, 150], [433, 89], [400, 140]]"
189593,572966,461657,0.350514024,160,168,[],"[[400, 359], [125, 223], [355, 211], [210, 147], [528, 112], [336, 115], [335, 373], [448, 219], [158, 336]]"
13719,24603,135237,0.584454583,122,248,"[[403, 292], [407, 284]]","[[124, 253], [63, 144], [311, 134], [459, 171], [125, 195]]"
37968,397046,397129,0.611389954,391,196,"[[286, 240], [313, 270], [220, 268]]","[[267, 201]]"
181103,1929736,20702,0.149598778,71,38,"[[245, 350], [206, 482]]","[[89, 404], [55, 212], [255, 148], [425, 235], [124, 432], [378, 156]]"
409674,692637,457335,0.173070699,42,80,"[[299, 111]]",[]
193369,577211,289754,0.7207216,307,258,[],"[[236, 470], [196, 454], [273, 295], [192, 324], [215, 248], [154, 391]]"
178192,1114959,211850,0.485758112,310,78,"[[200, 397], [220, 304], [271, 404], [244, 354]]","[[465, 287], [440, 89], [334, 433], [462, 51], [338, 262], [465, 363], [155, 69], [431, 176], [408, 344], [277, 176]]"
495059,395763,107305,0.799276624,511,248,"[[360, 296], [275, 302]]","[[375, 242], [288, 215], [315, 254]]"
581670,2182905,443602,0.361649303,121,173,[],"[[88, 147], [323, 215], [347, 296]]"
386164,704992,559356,0.096124754,61,10,"[[182, 445], [237, 387]]","[[70, 54]]"
74534,1539538,213675,0.833735235,416,271,"[[280, 159], [262, 164], [281, 161], [208, 202], [272, 204], [212, 205], [289, 170], [262, 185]]",[]
5595,45350,493022,0.390355065,62,165,[],"[[115, 234], [601, 168], [41, 96], [322, 282], [306, 163], [87, 302], [594, 327]]"
263434,1116792,113021,0.169575572,81,18,[],"[[260, 240], [319, 201]]"
217494,1053009,289333,0.659009271,349,316,"[[269, 247], [436, 229], [291, 202], [271, 257], [338, 281], [376, 277], [378, 167], [179, 320]]",[]
61399,39399,398540,0.250019373,62,106,"[[306, 188], [439, 334]]","[[446, 116]]"
117379,601131,210458,0.240115474,112,106,"[[406, 172]]","[[229, 125], [427, 69]]"
260,1444991,316365,0.302420018,106,151,[],"[[111, 273], [64, 328], [172, 313], [301, 387], [319, 134], [147, 288], [228, 129]]"
71664,1926968,228133,0.451734716,209,216,"[[136, 322], [501, 259], [447, 297], [487, 224], [450, 287], [384, 309], [387, 325]]",[]
559262,1672757,404254,0.218035135,109,63,[],"[[400, 35], [334, 216], [224, 47]]"
521222,1113276,2434,0.103543214,66,19,[],"[[60, 301], [473, 41], [333, 172], [98, 54], [244, 45]]"
233039,37410,90989,0.149443292,56,71,"[[410, 249]]","[[207, 205], [110, 82], [544, 165], [486, 309]]"
354381,47519,311104,0.917533069,440,440,"[[291, 230], [289, 250], [387, 240], [224, 235], [303, 234], [247, 222], [253, 221], [277, 247], [273, 233], [391, 233]]",[]
191251,10098,493769,0.161650305,95,77,[],"[[371, 200], [194, 367], [237, 51], [519, 275], [124, 110], [449, 121], [485, 392]]"
99030,374861,69428,0.127454473,49,54,[],"[[496, 46], [84, 297], [150, 220], [171, 56], [295, 55]]"
135875,324987,156066,0.149725659,95,38,"[[238, 148], [182, 172]]",[]
45775,688079,84040,0.131272935,25,63,"[[565, 376], [162, 176], [238, 45], [403, 398]]",[]
214367,1048305,367689,0.134148941,64,67,[],"[[95, 72], [62, 401], [181, 38]]"
394620,502290,306975,0.332130444,212,120,[],"[[204, 255], [438, 312], [341, 320], [435, 272], [266, 107]]"
535808,124849,353561,0.596240821,361,254,"[[215, 270]]","[[336, 189], [239, 184]]"
387,1977657,156066,0.741780732,474,211,[],"[[397, 110], [330, 249], [309, 132], [383, 210], [283, 135]]"
33295,100249,439214,0.323599735,125,144,[],"[[169, 161], [232, 333], [192, 205], [291, 302], [262, 218], [493, 315]]"
394286,443445,272940,0.68560354,193,292,"[[303, 177], [486, 281], [511, 195], [468, 172], [350, 258]]","[[146, 189], [122, 275]]"
72466,322801,543814,0.150701226,39,49,[],"[[103, 113], [319, 197], [85, 183], [65, 267], [302, 237], [407, 147]]"
393464,548674,232114,0.332130444,88,212,[],"[[334, 404], [96, 333], [364, 348], [243, 450], [112, 433], [246, 287]]"
260299,1117546,235537,0.169575572,108,48,[],"[[332, 175], [450, 44], [315, 137]]"
15085,599516,542173,0.240115474,124,115,[],"[[319, 148], [167, 203], [99, 97], [185, 355], [427, 202], [482, 343], [365, 338], [413, 137], [352, 288]]"
90724,1560449,233840,0.150008239,70,56,"[[385, 138], [304, 314], [272, 62], [379, 114], [65, 206]]",[]
102974,399327,143870,0.617433955,395,247,"[[360, 328], [201, 296], [299, 262], [292, 293]]",[]
154621,1047711,288836,0.634996289,314,304,"[[285, 178], [176, 177]]",[]
304833,580137,447194,0.597393199,209,215,"[[359, 246]]",[]
74403,1055383,277778,0.150008239,80,72,"[[143, 36], [122, 214], [584, 444], [477, 290], [47, 341]]",[]
441738,1973705,2434,0.834027778,88,400,[],"[[161, 272], [248, 267], [378, 258], [525, 240], [558, 265], [451, 213], [549, 264], [184, 249], [290, 211], [187, 220], [207, 265], [116, 203], [544, 239], [576, 222], [311, 233], [189, 230]]"
151405,312227,193347,0.50358304,278,214,"[[154, 216], [192, 264]]",[]
270505,581999,484384,0.197521641,99,94,[],"[[559, 227], [167, 163], [112, 253], [272, 196]]"
41561,2141496,418028,0.561489911,261,167,[],"[[138, 320], [136, 194], [288, 495], [331, 369]]"
168647,55219,426518,0.216774796,108,71,"[[353, 83]]","[[339, 185], [78, 173], [303, 202], [258, 337], [170, 302], [406, 253]]"
70230,1580387,165555,0.181107612,98,86,[],"[[450, 192], [386, 184], [100, 155]]"
32664,573362,224081,0.123784203,59,27,[],"[[131, 395], [256, 32], [133, 139], [184, 548], [307, 327], [415, 499], [396, 381], [91, 529]]"
340259,85929,21717,0.083186075,8,35,[],"[[405, 115], [24, 17], [493, 26], [344, 334], [534, 157], [534, 326]]"
540617,706355,330040,0.569310764,364,58,"[[354, 607], [452, 239], [337, 390], [384, 196], [263, 338], [218, 155], [372, 578]]",[]
525300,505828,314616,0.332130444,76,203,"[[295, 458]]","[[211, 383], [264, 353]]"
178192,1114959,575498,0.485758112,310,78,"[[195, 390]]","[[455, 223], [281, 263], [400, 331], [205, 82], [468, 88], [212, 296]]"
196112,1049579,265713,0.201911733,100,94,"[[191, 346]]",[]
152774,594496,120858,0.77330002,328,371,"[[377, 270], [451, 236], [340, 246], [459, 218], [333, 285], [362, 252], [291, 201], [278, 214], [403, 268], [331, 285], [471, 232]]",[]
110621,22704,215901,0.584454583,99,360,"[[523, 428], [144, 418]]","[[116, 296], [117, 309], [437, 190], [434, 290], [121, 375], [71, 217], [438, 268], [346, 322], [280, 183]]"
182706,55177,426518,0.747190964,366,280,"[[263, 204], [211, 225], [297, 188], [258, 169], [266, 191], [287, 203]]",[]
139721,1157531,368764,0.144790478,72,25,"[[79, 206]]","[[222, 238]]"
152354,164468,253903,0.358520263,229,132,[],"[[417, 321], [260, 205], [219, 238]]"
159702,584159,225213,0.471485658,283,201,"[[331, 145], [399, 203], [331, 144]]","[[410, 113], [399, 103]]"
178258,155732,369470,0.550804713,231,206,[],"[[193, 183], [171, 238], [214, 246], [182, 219], [378, 113], [196, 140], [307, 166], [339, 160], [236, 129], [168, 148], [233, 197], [199, 187], [278, 145]]"
379232,1802719,211351,0.525138001,336,156,[],"[[315, 195], [259, 215], [303, 301], [212, 298]]"
